ref_no,inci_name,inci_genus,inci_species,desc_genus,desc_species,pattern,resolution,resolved_to,resolution_note
88131,CHLAMYDOMONAS EXTRACT,,,Chlamydomonas,extract,inci_not_binomial,auto,Chlamydomonas extract,INCI is a trivial or trade name; binomial taken from the description
88634,OPUNTIA FICUS-INDICA LEAF CELL EXTRACT,Opuntia,ficus-indica,Opuntia,ficus,species_mismatch,gbif,Opuntia ficus-indica,Description name is not in the GBIF backbone; INCI name used. GBIF 2026-08-20: 'Opuntia ficus-indica' -> Opuntia ficus-indica [ACCEPTED/EXACT/98]; 'Opuntia ficus' -> no match [no_match:HIGHERRANK/HIGHERRANK/0]
88730,CARRAGEENAN,,,Carrageenan,is,inci_not_binomial,auto,Carrageenan is,INCI is a trivial or trade name; binomial taken from the description
89255,PASSIFLORA GARCKEI MERISTEM CELL CULTURE,Passiflora,garckei,Passiflora,garkei,spelling_variant,auto,Passiflora garckei,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
89276,ROSA DUVICA CALLUS CULTURE EXTRACT,Rosa,duvica,Rosa,davurica,species_mismatch,gbif,Rosa davurica,INCI name is not in the GBIF backbone; description name used. GBIF 2026-08-20: 'Rosa duvica' -> no match [no_match:HIGHERRANK/HIGHERRANK/0]; 'Rosa davurica' -> Rosa davurica [ACCEPTED/EXACT/97]
89341,SAMBUCUS LATIPINNA CALLUS CULTURE EXTRACT,Sambucus,latipinna,Sambucus,latpinna,spelling_variant,auto,Sambucus latipinna,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
89349,ALTHAEA ROSEA CALLUS CULTURE EXTRACT,Althaea,rosea,Althaea,rosa,spelling_variant,auto,Althaea rosea,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
89359,LEONURUS SIBIRICUS CALLUS CULTURE EXTRACT,Leonurus,sibiricus,Leonurus,sibricus,spelling_variant,auto,Leonurus sibiricus,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
89360,PINUS KORAINSIS CALLUS CULTURE EXTRACT,Pinus,korainsis,Pinus,koraiensis,spelling_variant,auto,Pinus korainsis,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
89395,PERILLA OCYMOIDES LEAF WATER,Perilla,ocymoides,Perilla,ocymoide,spelling_variant,auto,Perilla ocymoides,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
89409,ASPERGILLUS/LACTOBACILLUS/CAMELLIA SINENSIS LEAF FERMENT EXTRACT,Aspergillus,lactobacillus,Aspergillus,and,species_mismatch,excluded,,EXCLUDED - neither name matched; GBIF cannot say which was intended. GBIF 2026-08-20: 'Aspergillus lactobacillus' -> no match [no_match:NONE/NONE/0]; 'Aspergillus and' -> no match [no_match:NONE/NONE/0]
89657,APHANOTHECE SACRUM POWDER,Aphanothece,sacrum,Anacardoyl,tripeptide,genus_mismatch,excluded,,EXCLUDED - neither name matched; GBIF cannot say which was intended. GBIF 2026-08-20: 'Aphanothece sacrum' -> no match [no_match:HIGHERRANK/HIGHERRANK/0]; 'Anacardoyl tripeptide' -> no match [no_match:NONE/NONE/0]
89905,THEOBROMA CACAO FRUIT EXTRACT,Theobroma,cacao,Theobroma,cocao,spelling_variant,auto,Theobroma cacao,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
89992,VACCINIUM CORYMBOSUM SEED,Vaccinium,corymbosum,Vaccinium,angustifolium,species_mismatch,excluded,,EXCLUDED - two distinct accepted species; GBIF cannot say which was intended. GBIF 2026-08-20: 'Vaccinium corymbosum' -> Vaccinium corymbosum [ACCEPTED/EXACT/97]; 'Vaccinium angustifolium' -> Vaccinium angustifolium [ACCEPTED/EXACT/97]
90692,ROSA HYBRID PHYTOPLACENTA EXTRACT,,,Rosa,hybrid,inci_not_binomial,auto,Rosa hybrid,INCI is a trivial or trade name; binomial taken from the description
90851,VACCINIUM MYRTILLUS SEEDCAKE POWDER,Vaccinium,myrtillus,Vaccinium,myrtilus,spelling_variant,auto,Vaccinium myrtillus,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
90906,PANAX GINSENG CALLUS CULTURE CONDITIONED MEDIA,Panax,ginseng,Dracocephalum,heterophyllum,genus_mismatch,excluded,,EXCLUDED - two distinct accepted species; GBIF cannot say which was intended. GBIF 2026-08-20: 'Panax ginseng' -> Panax ginseng [ACCEPTED/EXACT/99]; 'Dracocephalum heterophyllum' -> Dracocephalum heterophyllum [ACCEPTED/EXACT/99]
91263,PANDANUS ODORATISSIMUS BRACT EXTRACT,Pandanus,odoratissimus,Pandanus,odorotissimus,spelling_variant,auto,Pandanus odoratissimus,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
91268,ABRUS FRUTICULOSUS ROOT EXTRACT,Abrus,fruticulosus,Abrus,fructiculosus,spelling_variant,auto,Abrus fruticulosus,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
91447,PSEUDOALTEROMONAS FERMENT EXTRACT FILTRATE,,,Pseudoalteromonas,ferment,inci_not_binomial,auto,Pseudoalteromonas ferment,INCI is a trivial or trade name; binomial taken from the description
91489,ALLIUM HOOKERI EXTRACT,Allium,hookeri,Allium,hooke,species_mismatch,gbif,Allium hookeri,Description name is not in the GBIF backbone; INCI name used. GBIF 2026-08-20: 'Allium hookeri' -> Allium hookeri [ACCEPTED/EXACT/99]; 'Allium hooke' -> no match [no_match:HIGHERRANK/HIGHERRANK/0]
91525,GARDENIA TAITENSIS CALLUS POWDER,Gardenia,taitensis,Gardenia,tahitensis,spelling_variant,auto,Gardenia taitensis,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
91540,RHIZOPUS/RICE FERMENT,Rhizopus,rice,Oryza,sativa,genus_mismatch,gbif,Oryza sativa,INCI name is not in the GBIF backbone; description name used. GBIF 2026-08-20: 'Rhizopus rice' -> no match [no_match:HIGHERRANK/HIGHERRANK/0]; 'Oryza sativa' -> Oryza sativa [ACCEPTED/EXACT/97]
91578,COLEUS FORSKOHLII CALLUS EXTRACT,Coleus,forskohlii,Coleus,forskolii,spelling_variant,auto,Coleus forskohlii,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
91714,SODIUM (ASTROCARYUM VULGARE/EUTERPE OLERACEAE/PALM) FRUIT/(ASTROCARYUM VULGARE/PALM) KERNEL/(ASTROCARYUM MURUMURU/BABASSU/BERTHOLLETIA EXCELSA/CARAPA GUIANENSIS/COCOA/FEVILLEA TRILOBATA/PASSIFLORA EDULIS/THEOBROMA GRANDIFLORUM) SEEDATE,,,Astrocaryum,vulgare,inci_not_binomial,auto,Astrocaryum vulgare,INCI is a trivial or trade name; binomial taken from the description
91763,ASPERGILLUS FERMENT EXTRACT FILTRATE,,,Aspergillus,ferment,inci_not_binomial,auto,Aspergillus ferment,INCI is a trivial or trade name; binomial taken from the description
91774,PSEUDOALTEROMONAS FERMENT LYSATE EXTRACT FILTRATE,,,Filtrate,is,inci_not_binomial,auto,Filtrate is,INCI is a trivial or trade name; binomial taken from the description
91821,GARDENIA TAITENSIS CALLUS EXTRACT,Gardenia,taitensis,Gardenia,tahitensis,spelling_variant,auto,Gardenia taitensis,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
91844,OZONIZED SESAME SEED OIL,,,Sesamum,indicum,inci_not_binomial,auto,Sesamum indicum,INCI is a trivial or trade name; binomial taken from the description
91876,HYDROLYZED GRAPE CALLUS EXTRACT,,,Vitis,vinifera,inci_not_binomial,auto,Vitis vinifera,INCI is a trivial or trade name; binomial taken from the description
91985,RHIZOPUS/RICE FERMENT EXTRACT FILTRATE,Rhizopus,rice,Oryza,sativa,genus_mismatch,gbif,Oryza sativa,INCI name is not in the GBIF backbone; description name used. GBIF 2026-08-20: 'Rhizopus rice' -> no match [no_match:HIGHERRANK/HIGHERRANK/0]; 'Oryza sativa' -> Oryza sativa [ACCEPTED/EXACT/97]
92067,ROSA HYBRID FLOWER,,,Rosa,hybrid,inci_not_binomial,auto,Rosa hybrid,INCI is a trivial or trade name; binomial taken from the description
92218,OZONIZED ARGAN OIL,,,Kernel,oil,inci_not_binomial,auto,Kernel oil,INCI is a trivial or trade name; binomial taken from the description
92220,ECLIPTA PROSTRATA POWDER,Eclipta,prostrata,Eclipta,prostata,spelling_variant,auto,Eclipta prostrata,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
92322,HIBISCUS SABDARIFFA FLOWER WATER,Hibiscus,sabdariffa,Hibiscus,sabdariff,spelling_variant,auto,Hibiscus sabdariffa,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
92437,ROSIN,,,Pinus,palustris,inci_not_binomial,auto,Pinus palustris,INCI is a trivial or trade name; binomial taken from the description
92525,ANNONA CHERIMOLA FRUIT EXTRACT,Annona,cherimola,Annona,cherimolia,spelling_variant,auto,Annona cherimola,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
92537,CITRUS AURANTIUM DULCIS PEEL OIL,Citrus,aurantium,Citrus,sinensis,species_mismatch,gbif,Citrus aurantium,Same taxon under two names; accepted name used. GBIF 2026-08-20: 'Citrus aurantium' -> Citrus aurantium [ACCEPTED/EXACT/97]; 'Citrus sinensis' -> Citrus aurantium [SYNONYM/EXACT/97]
92549,ROSA EGLANTARIA FLOWER/LEAF/STEM EXTRACT,Rosa,eglantaria,Rosa,eglanteria,spelling_variant,auto,Rosa eglantaria,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
92579,PELARGONIUM GRAVEOLENS WAX,Pelargonium,graveolens,Pelargonium,graveolenshttps,species_mismatch,gbif,Pelargonium graveolens,Description name is not in the GBIF backbone; INCI name used. GBIF 2026-08-20: 'Pelargonium graveolens' -> Pelargonium graveolens [ACCEPTED/EXACT/99]; 'Pelargonium graveolenshttps' -> no match [no_match:HIGHERRANK/HIGHERRANK/0]
92609,ECLIPTA PROSTRATA WAX,Eclipta,prostrata,Eclipta,prostrate,spelling_variant,auto,Eclipta prostrata,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
92612,STERCULIA PLATANIFOLIA FLOWER/LEAF/SEED EXTRACT,Sterculia,platanifolia,Sterculia,plantifolia,species_mismatch,gbif,Firmiana simplex,Description name is not in the GBIF backbone; INCI name used. GBIF 2026-08-20: 'Sterculia platanifolia' -> Firmiana simplex [SYNONYM/EXACT/98]; 'Sterculia plantifolia' -> no match [no_match:NONE/NONE/0]
92617,OXIDIZED HAZELNUT SEED OIL,,,Corylus,avellana,inci_not_binomial,auto,Corylus avellana,INCI is a trivial or trade name; binomial taken from the description
92629,ROSA EGLANTARIA SEED OIL,Rosa,eglantaria,Rosa,eglentaria,spelling_variant,auto,Rosa eglantaria,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
92748,KYOUNIN YU,Kyounin,yu,Juglans,regia,genus_mismatch,gbif,Juglans regia,INCI name is not in the GBIF backbone; description name used. GBIF 2026-08-20: 'Kyounin yu' -> no match [no_match:NONE/NONE/0]; 'Juglans regia' -> Juglans regia [ACCEPTED/EXACT/99]
92880,QUERCUS AEGILOPS CUPULE EXTRACT,Quercus,aegilops,Quercus,aegilos,spelling_variant,auto,Quercus aegilops,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
92884,PYROCYSTIS NOCTILUCA LYSATE,Pyrocystis,noctiluca,Pyrocystis,pseudonoctiluca,species_mismatch,excluded,,EXCLUDED - two distinct accepted species; GBIF cannot say which was intended. GBIF 2026-08-20: 'Pyrocystis noctiluca' -> Pyrocystis noctiluca [ACCEPTED/EXACT/97]; 'Pyrocystis pseudonoctiluca' -> Pyrocystis pseudonoctiluca [ACCEPTED/EXACT/97]
93065,MONASCUS FERMENT FILTRATE EXTRACT POWDER,,,Filtrate,extract,inci_not_binomial,auto,Filtrate extract,INCI is a trivial or trade name; binomial taken from the description
93323,LINDERA ERYTHROCARPA ADVENTITIOUS ROOT EXTRACT,Lindera,erythrocarpa,Lindera,erhthrocarpa,spelling_variant,auto,Lindera erythrocarpa,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
93418,CLEOME GYNANDRA LEAF EXTRACT,Cleome,gynandra,Cleome,aynandra,spelling_variant,auto,Cleome gynandra,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
93433,STEMONA SESSILIFOLIA ROOT EXTRACT,Stemona,sessilifolia,Stemona,sessifolia,species_mismatch,gbif,Stemona sessilifolia,Same taxon under two names; accepted name used. GBIF 2026-08-20: 'Stemona sessilifolia' -> Stemona sessilifolia [ACCEPTED/EXACT/98]; 'Stemona sessifolia' -> Stemona sessilifolia [ACCEPTED/FUZZY/92]
93449,LILIUM BROWNII BULB EXTRACT,Lilium,brownii,Lilium,brownie,spelling_variant,auto,Lilium brownii,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
93572,THALASSIOSIRA ECCENTRICA EXTRACT,Thalassiosira,eccentrica,Thalassiosira,eccentric,spelling_variant,auto,Thalassiosira eccentrica,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
93593,BIFURCARIA BIFURCATA EXTRACT,Bifurcaria,bifurcata,Bifurcaria,bifurcate,spelling_variant,auto,Bifurcaria bifurcata,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
93638,PLANTAGO OVATA HUSK POWDER,Plantago,ovata,Plantago,ovate,spelling_variant,auto,Plantago ovata,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
93735,ADIANTUM CAPILLUS-VENERIS LEAF EXTRACT,Adiantum,capillus-veneris,Adiantum,capillus,species_mismatch,excluded,,EXCLUDED - two distinct accepted species; GBIF cannot say which was intended. GBIF 2026-08-20: 'Adiantum capillus-veneris' -> Adiantum capillus-veneris [ACCEPTED/EXACT/99]; 'Adiantum capillus' -> Adiantum capillus [ACCEPTED/EXACT/97]
93743,RAUVOLFIA SERPENTINA ROOT EXTRACT,Rauvolfia,serpentina,Rauvolfia,serpentine,spelling_variant,auto,Rauvolfia serpentina,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
93755,ZIZIPHUS SATIVA EXTRACT,Ziziphus,sativa,Ziziphus,sataiva,spelling_variant,auto,Ziziphus sativa,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
93756,ZIZIPHUS JUJUBA LEAF EXTRACT,Ziziphus,jujuba,Ziziphus,jujube,spelling_variant,auto,Ziziphus jujuba,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
93758,ANNONA RETICULATA JUICE,Annona,reticulata,Annona,reticulate,spelling_variant,auto,Annona reticulata,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
93845,SCHINUS TEREBINTHIFOLIA LEAF EXTRACT,Schinus,terebinthifolia,Schinus,terebinthfolia,spelling_variant,auto,Schinus terebinthifolia,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
93846,SCHINUS TEREBINTHIFOLIA FRUIT OIL,Schinus,terebinthifolia,Schinus,terebenthifolia,spelling_variant,auto,Schinus terebinthifolia,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
93847,ZIZIPHUS JUJUBA SEED EXTRACT,Ziziphus,jujuba,Ziziphus,jujube,spelling_variant,auto,Ziziphus jujuba,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
93940,GLOIOPELTIS FURCATA EXTRACT,Gloiopeltis,furcata,Gloiopeltis,furcate,spelling_variant,auto,Gloiopeltis furcata,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
94069,POLLIA CONDENSATA MERISTEM CELL EXTRACT,Pollia,condensata,Pollia,condensate,spelling_variant,auto,Pollia condensata,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
94117,CHAMAECYPARIS OBTUSA LEAF/ROOT EXTRACT,Chamaecyparis,obtusa,Chamaecyparis,obtuse,spelling_variant,auto,Chamaecyparis obtusa,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
94308,CISTUS LADANIFERUS LEAF/STEM WATER EXTRACT,Cistus,ladaniferus,Cistus,creticus,species_mismatch,gbif,Cistus creticus,INCI name is not in the GBIF backbone; description name used. GBIF 2026-08-20: 'Cistus ladaniferus' -> no match [no_match:HIGHERRANK/HIGHERRANK/0]; 'Cistus creticus' -> Cistus creticus [ACCEPTED/EXACT/97]
94322,LIGNOSUS RHINOCERUS SCLEROTIUM EXTRACT,Lignosus,rhinocerus,Lignosus,rhinoceros,spelling_variant,auto,Lignosus rhinocerus,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
94323,ROSA FLORIBUNDA CALLUS EXTRACT,Rosa,floribunda,Rosa,sp,species_mismatch,excluded,,EXCLUDED - neither name matched; GBIF cannot say which was intended. GBIF 2026-08-20: 'Rosa floribunda' -> no match [no_match:HIGHERRANK/HIGHERRANK/0]; 'Rosa sp' -> no match [no_match:HIGHERRANK/HIGHERRANK/0]
94343,POTASSIUM LAURUS NOBILATE,Laurus,nobilate,Laurus,nobilis,species_mismatch,gbif,Laurus nobilis,Same taxon under two names; accepted name used. GBIF 2026-08-20: 'Laurus nobilate' -> Laurus nobilis [ACCEPTED/FUZZY/92]; 'Laurus nobilis' -> Laurus nobilis [ACCEPTED/EXACT/98]
94393,PEDIOCOCCUS FERMENT FILTRATE,,,Filtrate,is,inci_not_binomial,auto,Filtrate is,INCI is a trivial or trade name; binomial taken from the description
94480,CERIPORIA LACERATA FERMENT FILTRATE,Ceriporia,lacerata,Ceriporia,lacerate,spelling_variant,auto,Ceriporia lacerata,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
94684,SALACIA RETICULATA ROOT/STEM POWDER,Salacia,reticulata,Salacia,reticulate,spelling_variant,auto,Salacia reticulata,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
94794,CRYPTOCOCCUS/HUMUS FERMENT FILTRATE,Cryptococcus,humus,Filtrate,is,genus_mismatch,excluded,,EXCLUDED - neither name matched; GBIF cannot say which was intended. GBIF 2026-08-20: 'Cryptococcus humus' -> no match [no_match:NONE/NONE/0]; 'Filtrate is' -> no match [no_match:NONE/NONE/0]
94974,GALACTOMYCES/SOYMILK FERMENT FILTRATE,Galactomyces,soymilk,Soymilk,by,genus_mismatch,excluded,,EXCLUDED - neither name matched; GBIF cannot say which was intended. GBIF 2026-08-20: 'Galactomyces soymilk' -> no match [no_match:HIGHERRANK/HIGHERRANK/0]; 'Soymilk by' -> no match [no_match:NONE/NONE/0]
94994,COCONUT FLOWER SUGAR,,,Cocos,nucifera,inci_not_binomial,auto,Cocos nucifera,INCI is a trivial or trade name; binomial taken from the description
95033,LACTOBACILLUS/LEUCONOSTOC/POLYSORBATE 80/PORTULACA OLERACEA EXTRACT FERMENT LYSATE FILTRATE,Lactobacillus,leuconostoc,Lactobacillus,and,species_mismatch,excluded,,EXCLUDED - neither name matched; GBIF cannot say which was intended. GBIF 2026-08-20: 'Lactobacillus leuconostoc' -> no match [no_match:HIGHERRANK/HIGHERRANK/0]; 'Lactobacillus and' -> no match [no_match:HIGHERRANK/HIGHERRANK/0]
95034,LACTOBACILLUS/LEUCONOSTOC/ARTEMISIA ANNUA EXTRACT/POLYSORBATE 80 FERMENT LYSATE FILTRATE,Lactobacillus,leuconostoc,Lactobacillus,and,species_mismatch,excluded,,EXCLUDED - neither name matched; GBIF cannot say which was intended. GBIF 2026-08-20: 'Lactobacillus leuconostoc' -> no match [no_match:HIGHERRANK/HIGHERRANK/0]; 'Lactobacillus and' -> no match [no_match:HIGHERRANK/HIGHERRANK/0]
95166,PALM OIL AMINOPROPANEDIOL AMIDES/ESTERS,,,Elaeis,guineensis,inci_not_binomial,auto,Elaeis guineensis,INCI is a trivial or trade name; binomial taken from the description
95169,SAFFLOWER SEED OIL AMINOPROPANEDIOL AMIDES/ESTERS,,,Carthamus,tinctorius,inci_not_binomial,auto,Carthamus tinctorius,INCI is a trivial or trade name; binomial taken from the description
95170,JOJOBA SEED OIL AMINOPROPANEDIOL AMIDES/ESTERS,,,Simmondsia,chinensis,inci_not_binomial,auto,Simmondsia chinensis,INCI is a trivial or trade name; binomial taken from the description
95171,CASTOR SEED OIL AMINOPROPANEDIOL AMIDES/ESTERS,,,Ricinus,communis,inci_not_binomial,auto,Ricinus communis,INCI is a trivial or trade name; binomial taken from the description
95220,BIFIDOBACTERIUM,,,Bifidobacterium,is,inci_not_binomial,auto,Bifidobacterium is,INCI is a trivial or trade name; binomial taken from the description
95313,PASSIFLORA CINCINNATA SEED OIL,Passiflora,cincinnata,Passiflora,cincinatta,species_mismatch,gbif,Passiflora cincinnata,Same taxon under two names; accepted name used. GBIF 2026-08-20: 'Passiflora cincinnata' -> Passiflora cincinnata [ACCEPTED/EXACT/99]; 'Passiflora cincinatta' -> Passiflora cincinnata [ACCEPTED/FUZZY/96]
95361,LACTOBACILLUS/DENDROPANAX MORBIFERUS LEAF/STEM EXTRACT FERMENT FILTRATE,Lactobacillus,dendropanax,Dendropanax,morbiferus,genus_mismatch,gbif,Dendropanax morbiferus,INCI name is not in the GBIF backbone; description name used. GBIF 2026-08-20: 'Lactobacillus dendropanax' -> no match [no_match:HIGHERRANK/HIGHERRANK/0]; 'Dendropanax morbiferus' -> Dendropanax morbiferus [ACCEPTED/EXACT/99]
95474,LACTOBACILLUS/HOUTTUYNIA CORDATA LEAF EXTRACT FERMENT FILTRATE,Lactobacillus,houttuynia,Houttuynia,cordata,genus_mismatch,gbif,Houttuynia cordata,INCI name is not in the GBIF backbone; description name used. GBIF 2026-08-20: 'Lactobacillus houttuynia' -> no match [no_match:HIGHERRANK/HIGHERRANK/0]; 'Houttuynia cordata' -> Houttuynia cordata [ACCEPTED/EXACT/99]
95475,LACTOBACILLUS/CENTELLA ASIATICA EXTRACT FERMENT FILTRATE,Lactobacillus,centella,Centella,asiatica,genus_mismatch,gbif,Centella asiatica,INCI name is not in the GBIF backbone; description name used. GBIF 2026-08-20: 'Lactobacillus centella' -> no match [no_match:HIGHERRANK/HIGHERRANK/0]; 'Centella asiatica' -> Centella asiatica [ACCEPTED/EXACT/99]
95665,RUBUS IDAEUS/URSINUS FRUIT JUICE EXTRACT,Rubus,idaeus,Rubus,ursinus,inci_truncated,auto,Rubus ursinus,INCI truncates an infraspecific name; description form is more complete
95684,DRABA ALPINA CALLUS CULTURE EXTRACT,Draba,alpina,Draba,alpine,spelling_variant,auto,Draba alpina,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
95772,RICE BRAN WAX ETHYL ESTERS,,,Oryza,sativa,inci_not_binomial,auto,Oryza sativa,INCI is a trivial or trade name; binomial taken from the description
95781,RHIZOPUS/RICE FERMENT EXTRACT,Rhizopus,rice,Oryza,sativa,genus_mismatch,gbif,Oryza sativa,INCI name is not in the GBIF backbone; description name used. GBIF 2026-08-20: 'Rhizopus rice' -> no match [no_match:HIGHERRANK/HIGHERRANK/0]; 'Oryza sativa' -> Oryza sativa [ACCEPTED/EXACT/97]
95864,COFFEA ARABICA/ROBUSTA CHAFF EXTRACT,Coffea,arabica,Coffea,robusta,inci_truncated,auto,Coffea robusta,INCI truncates an infraspecific name; description form is more complete
95869,KUSHENOLS/KURARINONE,Kushenols,kurarinone,Sophora,flavescens,genus_mismatch,gbif,Sophora flavescens,INCI name is not in the GBIF backbone; description name used. GBIF 2026-08-20: 'Kushenols kurarinone' -> no match [no_match:NONE/NONE/0]; 'Sophora flavescens' -> Sophora flavescens [ACCEPTED/EXACT/99]
96048,COPAIFERA CORIACEA/LANGSDORFFII/OFFICINALIS/RETICULATA RESIN OIL,Copaifera,coriacea,Copaifera,reticulata,inci_truncated,auto,Copaifera reticulata,INCI truncates an infraspecific name; description form is more complete
96062,CITRUS SHONAN-GOLD FRUIT WATER,Citrus,shonan-gold,Citrus,reticulate,species_mismatch,gbif,Citrus reticulata,INCI name is not in the GBIF backbone; description name used. GBIF 2026-08-20: 'Citrus shonan-gold' -> no match [no_match:HIGHERRANK/HIGHERRANK/0]; 'Citrus reticulate' -> Citrus reticulata [ACCEPTED/FUZZY/96]
96064,VITIS VINIFERA/LABRUSCA FRUIT EXTRACT,Vitis,vinifera,Vitis,labrusca,inci_truncated,auto,Vitis labrusca,INCI truncates an infraspecific name; description form is more complete
96069,COCONUT OIL ETHYL ESTERS,,,Cocos,nucifera,inci_not_binomial,auto,Cocos nucifera,INCI is a trivial or trade name; binomial taken from the description
96070,LAVENDER FLOWER/(OLIVE/ORIGANUM VULGARE/ROSEMARY/THYME LEAF)/GOLDENSEAL EXTRACT,,,Hydrastis,canadensis,inci_not_binomial,auto,Hydrastis canadensis,INCI is a trivial or trade name; binomial taken from the description
96073,CITRUS UNSHIU/AURANTIUM PEEL OIL,Citrus,unshiu,Citrus,aurantium,inci_truncated,auto,Citrus aurantium,INCI truncates an infraspecific name; description form is more complete
96092,BOSWELLIA CARTERII GUM WATER,Boswellia,carterii,Boswellia,sacra,species_mismatch,gbif,Boswellia sacra,Same taxon under two names; accepted name used. GBIF 2026-08-20: 'Boswellia carterii' -> Boswellia sacra [SYNONYM/FUZZY/94]; 'Boswellia sacra' -> Boswellia sacra [ACCEPTED/EXACT/98]
96151,DIMETHICONE PG-SUNFLOWERSEEDATE,Dimethicone,pg-sunflowerseedate,Helianthus,annuus,genus_mismatch,gbif,Helianthus annuus,INCI name is not in the GBIF backbone; description name used. GBIF 2026-08-20: 'Dimethicone pg-sunflowerseedate' -> no match [no_match:NONE/NONE/0]; 'Helianthus annuus' -> Helianthus annuus [ACCEPTED/EXACT/99]
96165,VITIS VINIFERA/LABRUSCA STEM EXTRACT,Vitis,vinifera,Vitis,labrusca,inci_truncated,auto,Vitis labrusca,INCI truncates an infraspecific name; description form is more complete
96175,ACTINIDIA ARGUTA STEM EXTRACT,Actinidia,arguta,Actinidia,argute,spelling_variant,auto,Actinidia arguta,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
96193,ALPINIA SPECIOSA FLOWER WATER,Alpinia,speciosa,Alpinia,speciose,spelling_variant,auto,Alpinia speciosa,"One side is misspelled (edit distance <= 2); INCI form kept, pair logged for review"
96723,HYDROLYZED CARROT ROOT EXTRACT,,,Daucus,carota,inci_not_binomial,auto,Daucus carota,INCI is a trivial or trade name; binomial taken from the description
96829,HYDROLYZED LEMON FRUIT EXTRACT,,,Citrus,limon,inci_not_binomial,auto,Citrus limon,INCI is a trivial or trade name; binomial taken from the description
96988,HYDROLYZED PEA EXTRACT,,,Pisum,sativum,inci_not_binomial,auto,Pisum sativum,INCI is a trivial or trade name; binomial taken from the description
97037,RHIZOPUS/BORAGO OFFICINALIS SEED OIL FERMENT FILTRATE,Rhizopus,borago,Borago,officinalis,genus_mismatch,excluded,,EXCLUDED - two distinct accepted species; GBIF cannot say which was intended. GBIF 2026-08-20: 'Rhizopus borago' -> Rhizopus arrhizus [SYNONYM/FUZZY/92]; 'Borago officinalis' -> Borago officinalis [ACCEPTED/EXACT/99]
97111,HYDROLYZED SUNFLOWER CALLUS CULTURE LYSATE FILTRATE,,,Helianthus,annuus,inci_not_binomial,auto,Helianthus annuus,INCI is a trivial or trade name; binomial taken from the description
97144,VITIS COIGNETIAE/VINIFERA SEED OIL,Vitis,coignetiae,Vitis,vinifera,inci_truncated,auto,Vitis vinifera,INCI truncates an infraspecific name; description form is more complete
97231,SANTALUM PANICULATUM WOOD WATER,Santalum,paniculatum,Santalum,spicatum,species_mismatch,excluded,,EXCLUDED - two distinct accepted species; GBIF cannot say which was intended. GBIF 2026-08-20: 'Santalum paniculatum' -> Santalum paniculatum [ACCEPTED/EXACT/99]; 'Santalum spicatum' -> Santalum spicatum [ACCEPTED/EXACT/99]
